File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.34
Plack::Middleware::ConditionalGET undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::ContentLength  undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::ContentMD5     undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::ErrorDocument  undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Head           undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::HTTPExceptions undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::IIS6ScriptNameFix undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::IIS7KeepAliveFix undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::JSONP          undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::LighttpdScriptNameFix undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Lint           undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Log4perl       undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::LogDispatch    undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::NullLogger     undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::RearrangeHeaders undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Recursive      undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Refresh        undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::ReverseProxy    0.15  M/MI/MIYAGAWA/Plack-Middleware-ReverseProxy-0.15.tar.gz
Plack::Middleware::Runtime        undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Session         0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Middleware::Session::Cookie undef  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Middleware::SimpleContentFilter undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::SimpleLogger   undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::StackTrace     undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Static         undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::XFramework     undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::XSendfile      undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::MIME                       undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Recursive::ForwardRequest  undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Request                   1.0047  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Request::Upload            undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Response                  1.0047  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Runner                     undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Session                     0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::Cleanup            0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::State              0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::State::Cookie      0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::Store              0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::Store::Cache       0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::Store::DBI         0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::Store::File        0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::Session::Store::Null        0.30  M/MI/MIYAGAWA/Plack-Middleware-Session-0.30.tar.gz
Plack::TempBuffer                 undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Test                       undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Test::MockHTTP             undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Test::Server               undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Test::Suite                undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Util                       undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Util::Accessor             undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Util::IOWithPath           undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Util::Prototype            undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
POSIX::strftime::Compiler          0.42  K/KA/KAZEBURO/POSIX-strftime-Compiler-0.42.tar.gz
Proc::Wait3                        0.05  C/CT/CTILMES/Proc-Wait3-0.05.tar.gz
Role::Tiny                     2.000006  H/HA/HAARG/Role-Tiny-2.000006.tar.gz
Role::Tiny::With               2.000006  H/HA/HAARG/Role-Tiny-2.000006.tar.gz
Router::Boom                       1.03  T/TO/TOKUHIROM/Router-Boom-1.03.tar.gz
Router::Boom::Method               1.03  T/TO/TOKUHIROM/Router-Boom-1.03.tar.gz
Router::Boom::Node                undef  T/TO/TOKUHIROM/Router-Boom-1.03.tar.gz
Scope::Guard                       0.21  C/CH/CHOCOLATE/Scope-Guard-0.21.tar.gz
Server::Starter                    0.34  K/KA/KAZUHO/Server-Starter-0.34.tar.gz
Server::Starter::Guard            undef  K/KA/KAZUHO/Server-Starter-0.34.tar.gz
Signal::Mask                      0.008  L/LE/LEONT/Signal-Mask-0.008.tar.gz
Signal::Pending                   0.008  L/LE/LEONT/Signal-Mask-0.008.tar.gz
Specio                             0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Coercion                   0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::AnyCan         0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::AnyDoes        0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::AnyIsa         0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Enum           0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Intersection   0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::ObjectCan      0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::ObjectDoes     0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::ObjectIsa      0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Parameterizable 0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Parameterized  0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Role::CanType  0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Role::DoesType 0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Role::Interface 0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Role::IsaType  0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Simple         0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Structurable   0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Structured     0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Constraint::Union          0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Declare                    0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::DeclaredAt                 0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Exception                  0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Exporter                   0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Helpers                    0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::Builtins          0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::Numeric           0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::Perl              0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::String            0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::Structured        0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::Structured::Dict  0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::Structured::Map   0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Library::Structured::Tuple 0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::OO                         0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::PartialDump                0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Registry                   0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Role::Inlinable            0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::Subs                       0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Specio::TypeChecks                 0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
SQL::Maker                         1.21  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::Condition             undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::Plugin::InsertMulti   undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::Plugin::InsertOnDuplicate undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::Select                undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::Select::Oracle        undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::SelectSet             undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::SQLType               undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::Maker::Util                  undef  T/TO/TOKUHIROM/SQL-Maker-1.21.tar.gz
SQL::QueryMaker                    0.03  K/KA/KAZUHO/SQL-QueryMaker-0.03.tar.gz
Squirrel                          undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Squirrel::Role                    undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Starlet                            0.31  K/KA/KAZUHO/Starlet-0.31.tar.gz
Starlet::Server                   undef  K/KA/KAZUHO/Starlet-0.31.tar.gz
Stream::Buffered                   0.03  D/DO/DOY/Stream-Buffered-0.03.tar.gz
Stream::Buffered::Auto            undef  D/DO/DOY/Stream-Buffered-0.03.tar.gz
Stream::Buffered::File            undef  D/DO/DOY/Stream-Buffered-0.03.tar.gz
Stream::Buffered::PerlIO          undef  D/DO/DOY/Stream-Buffered-0.03.tar.gz
Sub::Defer                     2.005001  H/HA/HAARG/Sub-Quote-2.005001.tar.gz
Sub::Exporter::Progressive     0.001013  F/FR/FREW/Sub-Exporter-Progressive-0.001013.tar.gz
Sub::Identify                      0.14  R/RG/RGARCIA/Sub-Identify-0.14.tar.gz
Sub::Install                      0.928  R/RJ/RJBS/Sub-Install-0.928.tar.gz
Sub::Quote                     2.005001  H/HA/HAARG/Sub-Quote-2.005001.tar.gz
Sub::Uplevel                     0.2800  D/DA/DAGOLDEN/Sub-Uplevel-0.2800.tar.gz
Teng                               0.31  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Iterator                    undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::BulkInsert          undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::Count               undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::FindOrCreate        undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::Lookup              undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::Pager               undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::Pager::MySQLFoundRows undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::Replace             undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::SingleBySQL         undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Plugin::SQLPager            undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::QueryBuilder                undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Row                         undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Schema                      undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Schema::Declare             undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Schema::Dumper              undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Schema::Loader              undef  S/SA/SATOH/Teng-0.31.tar.gz
Teng::Schema::Table               undef  S/SA/SATOH/Teng-0.31.tar.gz
Test::Deep                        1.128  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::All                   undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Any                   undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Array                 undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::ArrayEach             undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::ArrayElementsOnly     undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::ArrayLength           undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::ArrayLengthOnly       undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Blessed               undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Boolean               undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Cache                 undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Cache::Simple         undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Class                 undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Cmp                   undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Code                  undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Hash                  undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::HashEach              undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::HashElements          undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::HashKeys              undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::HashKeysOnly          undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Ignore                undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Isa                   undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::ListMethods           undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Methods               undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::MM                    undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::None                  undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::NoTest                undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Number                undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Obj                   undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Ref                   undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::RefType               undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Regexp                undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::RegexpMatches         undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::RegexpOnly            undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::RegexpRef             undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::RegexpRefOnly         undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::RegexpVersion         undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::ScalarRef             undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::ScalarRefOnly         undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Set                   undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Shallow               undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::Stack                 undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::String                undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SubHash               undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SubHashElements       undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SubHashKeys           undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SubHashKeysOnly       undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SuperHash             undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SuperHashElements     undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SuperHashKeys         undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Deep::SuperHashKeysOnly     undef  R/RJ/RJBS/Test-Deep-1.128.tar.gz
Test::Exception                    0.43  E/EX/EXODIST/Test-Exception-0.43.tar.gz
Test::Fatal                       0.014  R/RJ/RJBS/Test-Fatal-0.014.tar.gz
Test::LongString                   0.17  R/RG/RGARCIA/Test-LongString-0.17.tar.gz
Test::Mouse                       undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Test::Requires                     0.10  T/TO/TOKUHIROM/Test-Requires-0.10.tar.gz
Test::SharedFork                   0.35  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::SharedFork::Array           undef  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::SharedFork::Scalar          undef  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::SharedFork::Store           undef  E/EX/EXODIST/Test-SharedFork-0.35.tar.gz
Test::Specio                       0.43  D/DR/DROLSKY/Specio-0.43.tar.gz
Test::TCP                          2.19  T/TO/TOKUHIROM/Test-TCP-2.19.tar.gz
Test::TCP::CheckPort              undef  T/TO/TOKUHIROM/Test-TCP-2.19.tar.gz
Test::WWW::Mechanize               1.50  P/PE/PETDANCE/Test-WWW-Mechanize-1.50.tar.gz
Test::WWW::Mechanize::PSGI         0.38  O/OA/OALDERS/Test-WWW-Mechanize-PSGI-0.38.tar.gz
Text::Xslate                     v3.5.6  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Bridge              undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Bridge::Star        undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Compiler            undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Engine             v3.5.6  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::HashWithDefault     undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Parser              undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::PP                 v3.5.6  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::PP::Method          undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::PP::Opcode         v3.5.6  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::PP::State           undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::PP::Type::Macro     undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::PP::Type::Pair      undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::PP::Type::Raw       undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Runner              undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Symbol              undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Syntax::Kolon       undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Syntax::Metakolon   undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Syntax::TTerse      undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Type::Raw           undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Text::Xslate::Util                undef  S/SK/SKAJI/Text-Xslate-v3.5.6.tar.gz
Tie::IxHash                        1.23  C/CH/CHORNY/Tie-IxHash-1.23.tar.gz
Try::Tiny                          0.30  E/ET/ETHER/Try-Tiny-0.30.tar.gz
URI                                1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::data                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::Escape                        3.31  E/ET/ETHER/URI-1.74.tar.gz
URI::file                          4.21  E/ET/ETHER/URI-1.74.tar.gz
URI::file::Base                    1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::file::FAT                     1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::file::Mac                     1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::file::OS2                     1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::file::QNX                     1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::file::Unix                    1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::file::Win32                   1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::ftp                           1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::gopher                        1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::Heuristic                     4.20  E/ET/ETHER/URI-1.74.tar.gz
URI::http                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::https                         1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::IRI                           1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::ldap                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::ldapi                         1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::ldaps                         1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::mailto                        1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::mms                           1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::news                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::nntp                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::pop                           1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::QueryParam                    1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::rlogin                        1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::rsync                         1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::rtsp                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::rtspu                         1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::sftp                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::sip                           1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::sips                          1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::snews                         1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::Split                         1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::ssh                           1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::telnet                        1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::tn3270                        1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::URL                           5.04  E/ET/ETHER/URI-1.74.tar.gz
URI::urn                           1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::urn::isbn                     1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::urn::oid                      1.74  E/ET/ETHER/URI-1.74.tar.gz
URI::WithBase                      2.20  E/ET/ETHER/URI-1.74.tar.gz
Variable::Magic                    0.62  V/VP/VPIT/Variable-Magic-0.62.tar.gz
WWW::Form::UrlEncoded              0.25  K/KA/KAZEBURO/WWW-Form-UrlEncoded-0.25.tar.gz
WWW::Form::UrlEncoded::PP         undef  K/KA/KAZEBURO/WWW-Form-UrlEncoded-0.25.tar.gz
WWW::Mechanize                     1.90  O/OA/OALDERS/WWW-Mechanize-1.90.tar.gz
WWW::Mechanize::Image              1.90  O/OA/OALDERS/WWW-Mechanize-1.90.tar.gz
WWW::Mechanize::Link               1.90  O/OA/OALDERS/WWW-Mechanize-1.90.tar.gz
WWW::RobotRules                    6.02  G/GA/GAAS/WWW-RobotRules-6.02.tar.gz
WWW::RobotRules::AnyDBM_File       6.00  G/GA/GAAS/WWW-RobotRules-6.02.tar.gz
WWW::RobotRules::InCore            6.02  G/GA/GAAS/WWW-RobotRules-6.02.tar.gz
